Highlight,Book Title,Book Author,Amazon Book ID,Note,Color,Tags,Location Type,Location,Highlighted at
"Why were they banned? They were, simply, totally free. They were financially free, and secure, not because of their means but because of their lack of wants. Ironically, by being beggars, they had the equivalent of f*** you money, which we can more easily get by being at the lowest rung than by joining the income-dependent classes. Complete freedom is the last thing you want if you have an organized religion to run. Total freedom for your employees is also a very, very bad thing if you have a firm to run, so this chapter is about the question of employees and the nature of the firm and other institutions.",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,,location,1619,2018-06-19 04:56:00+00:00
"The first flaw is that they are incapable of thinking in second steps and unaware of the need for them—and about every peasant in Mongolia, every waiter in Madrid, and every car-service operator in San Francisco knows that real life happens to have second, third, fourth, nth steps. The second flaw is that they are also incapable of distinguishing between multidimensional problems and their single-dimensional representations—like multidimensional health and its stripped, cholesterol-reading reduction. They can’t get the idea that, empirically, complex systems do not have obvious one-dimensional cause-and-effect mechanisms, and that under opacity, you do not mess with such a system. An extension of this defect: they compare the actions of the “dictator” to those of the prime minister of Norway or Sweden, not to those of the local alternative. The third flaw is that they can’t forecast the evolution of those one helps by attacking, or the magnification one gets from feedback.",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,,location,192,2018-06-19 04:56:00+00:00
"By definition, what works cannot be irrational; about every single person I know who has chronically failed in business shares that mental block, the failure to realize that if something stupid works (and makes money), it cannot be stupid.",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,favorite,location,485,2018-06-19 04:56:00+00:00
"SUMMARY We close this chapter with a few summarizing lines. One may be risk loving yet completely averse to ruin. The central asymmetry of life is: In a strategy that entails ruin, benefits never offset risks of ruin. Further: Ruin and other changes in condition are different animals. Every single risk you take adds up to reduce your life expectancy. Finally: Rationality is avoidance of systemic ruin.",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,favorite,location,3946,2018-06-19 04:56:00+00:00
"Very few people understand their own choices, and end up being manipulated by those who want to sell them something. In that sense, impoverishment might even be desirable. Looking at Saudi Arabia, which should progressively revert to the pre-oil level of poverty, I wonder if taking away some things from them—including the swarm of fawning foreigners coming to skin them—will make them better off. To put it another way: if wealth is giving you fewer options instead of more (and more varied) options, you’re doing it wrong.",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,,location,2919,2018-06-19 04:56:00+00:00
Unless you are perfectly narcissistic and psychopathic—even then—your worst-case scenario is never limited to the loss of only your life.,Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,,location,3866,2018-06-19 04:56:00+00:00
"If your private life conflicts with your intellectual opinion, it cancels your intellectual ideas, not your private life. And a solution to the vapid universalism we discussed in the Prologue: If your private actions do not generalize, then you cannot have general ideas.",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,,location,3188,2018-06-19 04:56:00+00:00
"Their three flaws: 1) they think in statics not dynamics, 2) they think in low, not high, dimensions, 3) they think in terms of actions, never interactions.",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,,location,190,2018-06-19 04:56:00+00:00
"Ironically the highest status, that of a free man, is usually indicated by voluntarily adopting the mores of the lowest class.*5 It is no different from Diogenes (the one with the barrel) insulting Alexander the Great by asking him to stand out of his sun, just for signaling (legend, of course). Consider that English “manners” were imposed on the middle class as a way of domesticating them, along with instilling in them the fear of breaking rules and violating social norms.",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,,location,1785,2018-06-19 04:56:00+00:00
"So it appears that the church founders really wanted Christ to have skin in the game; he did actually suffer on the cross, sacrifice himself, and experience death. He was a risk taker. More crucially to our story, he sacrificed himself for the sake of others. A god stripped of humanity cannot have skin in the game in such a manner, cannot really suffer (or, if he does, such a redefinition of a god injected with a human nature would back up our argument). A god who didn’t really suffer on the cross would be like a magician who performed an illusion, not someone who actually bled after sliding an icepick between his carpal bones. The Orthodox Church goes further, making the human side flow upward rather than downward. The fourth-century bishop Athanasius of Alexandria wrote: “Jesus Christ was incarnate so we could be made God” (emphasis mine). It is the very human character of Jesus that can allow us mortals to access God and merge with him, become part of him, in order to partake of the divine. That fusion is called theosis. The human nature of Christ makes the divine possible for all of us.*1",Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,B075HYVP7C,,yellow,,location,2023,2018-06-19 04:56:00+00:00
